Nombre;Dirección;Municipio;Código_Postal;Provincia;Teléfono;Categoria
ELS LIGALLOS              ;AV. CONSELLER J. NAVARRO, S/N                                         ;Camarles                                ;43894          ;TARRAGONA      ;977471028      ;ABS
CAMARLES                  ;C/ VINT-I-SIS, Nº 2                                                   ;Camarles                                ;43894          ;TARRAGONA      ;977470561      ;ABS
L'AMPOLLA                 ;PL. MANUEL FERRER, S/N                                                ;Ampolla, L'                             ;43895          ;TARRAGONA      ;977460601      ;ABS
L'ALDEA                   ;C/ MOSSÉN ALFONSO MONFORT, S/N                                        ;Aldea, L'                               ;43896          ;TARRAGONA      ;977451213      ;ABS
EL PERELLÓ                ;C/ LLUÍS COMPANYS, Nº 20                                              ;Perelló, El                             ;43519          ;TARRAGONA      ;977490213      ;ABS
L'AMETLLA DE MAR          ;C/ LLIBERTAT, Nº 70                                                   ;Ametlla de Mar, L'                      ;43860          ;TARRAGONA      ;977493514      ;ABS
MÓRA LA NOVA              ;C/ FRANCESC MACIÀ, Nº 58                                              ;Móra la Nova                            ;43770          ;TARRAGONA      ;977401452      ;ABS
MÓRA D'EBRE               ;C/ BENET I MESSEGUER, S/N                                             ;Móra d'Ebre                             ;43740          ;TARRAGONA      ;977401302      ;ABS
MIRAVET                   ;PL. MAJOR, S/N                                                        ;Miravet                                 ;43747          ;TARRAGONA      ;977407084      ;ABS
BENISSANET                ;C/ CALVARI, S/N                                                       ;Benissanet                              ;43747          ;TARRAGONA      ;977407669      ;ABS
LA SERRA D'ALMÓS          ;C/ MAJOR, Nº 19                                                       ;Tivissa                                 ;43746          ;TARRAGONA      ;977418107      ;ABS
TIVISSA                   ;C/ CASERNA, Nº 3 - 4                                                  ;Tivissa                                 ;43746          ;TARRAGONA      ;977418393      ;ABS
RASQUERA                  ;C/ TORTOSA, S/N                                                       ;Rasquera                                ;43513          ;TARRAGONA      ;977409145      ;ABS
GINESTAR                  ;C/ DEL RIU, S/N                                                       ;Ginestar                                ;43748          ;TARRAGONA      ;977409297      ;ABS
GARCIA                    ;AV. RIBERA, S/N                                                       ;Garcia                                  ;43749          ;TARRAGONA      ;977402716      ;ABS
DARMÓS                    ;PL. MAJOR DE LA MATA, Nº 5                                            ;Tivissa                                 ;43746          ;TARRAGONA      ;977418313      ;ABS
EL POBLE NOU DEL DELTA    ;PL. DEL JARDÍ, Nº 6                                                   ;Amposta                                 ;43549          ;TARRAGONA      ;977742204      ;ABS
ALCANAR                   ;PG. LLUÍS COMPANYS, Nº 1                                              ;Alcanar                                 ;43530          ;TARRAGONA      ;977732432      ;ABS
LES CASES D'ALCANAR       ;C/ LEPANTO, S/N                                                       ;Alcanar                                 ;43569          ;TARRAGONA      ;977735106      ;ABS
SANT CARLES DE LA RÀPITA  ;AV. CONSTITUCIÓ, Nº 62                                                ;Sant Carles de la Ràpi                  ;43540          ;TARRAGONA      ;977741667      ;ABS
CASERES                   ;PL. ESGLÉSIA, S/N                                                     ;Caseres                                 ;43787          ;TARRAGONA      ;977431944      ;ABS
HORTA DE SANT JOAN        ;AV. GENERALITAT, Nº 14                                                ;Horta de Sant Joan                      ;43596          ;TARRAGONA      ;977435045      ;ABS
EL PINELL DE BRAI         ;PL. CATALUNYA, Nº 1                                                   ;Pinell de Brai, El                      ;43594          ;TARRAGONA      ;977426329      ;ABS
LA POBLA DE MASSALUCA     ;C/ MAJOR, Nº 10                                                       ;Pobla de Massaluca, La                  ;43783          ;TARRAGONA      ;977439724      ;ABS
PRAT DE COMTE             ;C/ DEL CARME, Nº 5                                                    ;Prat de Comte                           ;43595          ;TARRAGONA      ;977428344      ;ABS
ARNES                     ;PL. DE LA VILA, Nº 1                                                  ;Arnes                                   ;43597          ;TARRAGONA      ;977435725      ;ABS
BOT                       ;C/ JOAN AMADES, Nº 7                                                  ;Bot                                     ;43785          ;TARRAGONA      ;977428116      ;ABS
