Nombre;Dirección;Municipio;Código Postal;Teléfono
BALCELLS SABATE, JOSEP                               ;CARRER   MAJOR                    7;SANTA COLOMA DE QUERALT   ;43420          ;977880030      
XIMENOS ALIO, IMMACULADA                             ;PLA�A    MAJOR                    17;SANTA COLOMA DE QUERALT   ;43420          ;977880040      
SEGURA CASTELLVI,MIQUEL ANGEL                        ;AVINGUDA DE LA CONCA              42;SARRAL                    ;43424          ;977890275      
SANCHEZ HIDALGO, ESTRELLA                            ;CARRER   SANT CRISTOFOR           35;SECUITA LA                ;43765          ;977625042      
PUNSOLA PALAU, MARC                                  ;AVINGUDA PUIG I FERRATER          8A;LA SELVA DEL CAMP         ;43470          ;977844415      
PROS SAUMOY, SARA                                    ;CARRETERADE MONTBLANC A ARTESA    45;SOLIVELLA                 ;43412          ;977892417      
BRU ROIG, BLANCA                                     ;CARRER   FALSET (TORREFORTA)      16;TARRAGONA                 ;43000          ;977211340      
ROVIRA SANCHEZ, ALBERT                               ;CARRER   SANT ANTONI MARIA CLARET 18;TARRAGONA                 ;43003          ;977222380      
BORONAT PODEROS, JORGE                               ;CARRER   REIAL                    21;TARRAGONA                 ;43004          ;977240672      
SANZ SANZ, FERMIN                                    ;RAMBLA   NOVA                     55;TARRAGONA                 ;43003          ;977232325      
MAS CAVALLE, SILVIA                                  ;CARRER   MAJOR                    46;TARRAGONA                 ;43003          ;977206447      
DOMINGO SAIGI, PERE                                  ;RAMBLA   NOVA                     54;TARRAGONA                 ;43004          ;977228120      
FONT-QUER CIVIT, RAUL (HEREU)/ROSET ARMENGOL,MARTA   ;PLA�A    GENERALITAT              1;TARRAGONA                 ;43005          ;977211660      
PONS G�ELL, MARIA CARME                              ;AVINGUDA MARIA CRISTINA           12;TARRAGONA                 ;43002          ;977243761      
PAYO SOL, ANA                                        ;RAMBLA   VELLA                    31;TARRAGONA                 ;43003          ;977201683      
SALOMO TUSET, ESTHER                                 ;CARRER   CANYELLES                6;TARRAGONA                 ;43001          ;977201434      
SALAZAR ECHAVARRIA, ANTONIO                          ;CARRER   COS DEL BOU              2;TARRAGONA                 ;43003          ;977231631      
CARRERAS JOFRE, CARME                                ;CARRER   QUINZE (BONAVISTA)       24;TARRAGONA                 ;43110          ;977544909      
SANROMA PRATS, NURIA/RUBIO SANROMA, CLARA            ;CARRER   LA UNIO                  17;TARRAGONA                 ;43001          ;977233521      
VIDAL VIDAL, ANA MARIA                               ;CARRER   JOSEP CARNER             3;TARRAGONA                 ;43007          ;977240268      
FULLANA GALOFRE, JAUME                               ;CARRER   APODACA                  28;TARRAGONA                 ;43004          ;977232516      
BAYARRI GARCIA, MANUELA                              ;PLA�A    SITGES                   9;TIVISSA                   ;43746          ;977418201      
COGUL ARDEVOL, BLANCA                                ;CARRER   ANTONI ROIG              14;TORREDEMBARRA             ;43830          ;977640003      
AGUILAR GIL, MONTSERRAT                              ;AVINGUDA DE LA GENERALITAT        56;TORTOSA                   ;43500          ;977440735      
FRANCH FRANCH, M TERESA                              ;AVINGUDA CATALUNYA                47;TORTOSA                   ;43500          ;977501345      
GAMUNDI VILA, CONCEPCIO/MIRET GAMUNDI, CONCEPCIO     ;AVINGUDA COLOM                    8;TORTOSA                   ;43500          ;977500923      
TORRENT COSTILLA, FRANCESC XAVIER                    ;CARRER   FELIP PEDRELL            94-96;TORTOSA                   ;43500          ;977441830      
RAFECAS RENAU, JOAN JOSEP                            ;AVINGUDA GENERALITAT              7;TORTOSA                   ;43500          ;977440327      
RENAU DOMINGO, MONTSERRAT                            ;CARRER   CERVANTES                21;TORTOSA                   ;4350O          ;977441126      
TELLEZ GALLEGO, CELIA EUGENIA                        ;PLA�A    ALFONS XII               6;TORTOSA                   ;43500          ;977440342      
BARREDA DUCH,FERRAN/SORLI BALLESTER,VICENT/BARREDA CA;AVINGUDA GENERALITAT              95;TORTOSA                   ;43500          ;977440443      
FERRERES PUCHOL, MA. CARME                           ;PLA�A    A. QUEROL                6;TORTOSA                   ;43500          ;977510348      
RUIZ FRANQUET, AGUSTI DAMIA                          ;CARRER   SANT BLAI                17;TORTOSA                   ;43500          ;977441944      
BERTOMEU LAZARO, MARIA TERESA                        ;CARRER   VERGES PAULI             24;TORTOSA                   ;43500          ;977440715      
GIMENO PALATSI, MARIA VICTORIA                       ;AVINGUDA CATALUNYA                302;ALDEA L'                  ;43896          ;977450543      
FORTU�O BELTRAN, JORDI                               ;CARRER   VINT-I-VUIT              7;CAMARLES                  ;43894          ;977470010      
MARTI MARIN, M ANGELS                                ;CARRER   GOLES DE L'EBRE          217;DELTEBRE                  ;43580          ;977480032      
QUERALT ALVAREZ, MATILDE/QUERALT ALVAREZ,MONTSERRAT  ;CARRER   GOLES DE L'EBRE          272;DELTEBRE                  ;43580          ;977480070      
BLANCH PASTOR, JORDI                                 ;CARRER   MAJOR                    1;SANT JAUME D'ENVEJA       ;43877          ;977468111      
CAPELLA ARZO, GODOFREDO                              ;AVINGUDA MOLINS D'EN COMTE        50;TORTOSA                   ;43590          ;977500764      
FERRERES GIMENO, MANUEL                              ;AVINGUDA CATALUNYA (JESUS I MARIA)2;DELTEBRE                  ;43580          ;977489918      
PUIG SALOMON, PIO                                    ;CARRER   SANT LLUC                34;ULLDECONA                 ;43550          ;977720161      
VILADOT SUBIRATS, ANTONIO/VILADOT JARAMILLO,ANTONIO  ;CARRER   MAJOR                    75;ULLDECONA                 ;43550          ;977720031      
RULL FERRE, GABRIEL                                  ;CARRER   ABAT LLORT               24;VALLS                     ;43800          ;977609116      
GALIMANY SOLE/MURILLO GALIMANY                       ;PASSEIG  PORTAL NOU               4-5;VALLS                     ;43800          ;977600597      
RULL FERRE, CONSOL                                   ;CARRER   DE LA CORT               26;VALLS                     ;43800          ;977612517      
MIQUEL ALONSO, ANGELES                               ;PLA�A    DEL PATI                 9;VALLS                     ;43800          ;977600606      
VISCASILLAS GARCIA, JOAN                             ;CARRER   PEIXATERIA               11;VALLS                     ;43800          ;977600490      
CLIMENT PONS, LOURDES ROSARIO                        ;CARRER   ANSELM CLAVE             35;VALLS                     ;43800          ;977600763      
MESTRES CATALA, MARIA CARME                          ;CARRER   PRAT DE LA RIBA          2;VENDRELL EL               ;43700          ;977666084      
ROVIRA RIBAS, JAUME                                  ;CARRER   PRAT DE LA RIBA          6-8;VENDRELL EL               ;43700          ;977660873      
MA�E FIGUEROLA,SALVADOR                              ;CARRER   PATROCINI                2;VILABELLA                 ;43886          ;977620130      
BORONAT BOVE, M CARME                                ;AVINGUDA VERGE DEL ROSER          4;VILALLONGA DEL CAMP       ;43141          ;977840156      
CUNILLERA GALOFRE, ALBERT                            ;CARRER   JACINT VERDAGUER         8;VILA-RODONA               ;43814          ;977638056      
JANSA GRAN, CARLES                                   ;PLA�A    DE LES VOLTES            4;VILA-SECA                 ;43480          ;977390374      
OLIVA OLIVA,M DOLORS/CRISTIA OLIVA,GIL               ;PASSEIG  JAUME I, EDIFICI CHIPRE  28;SALOU                     ;43480          ;977380531      
BESORA MALLAFRE, JORDI                               ;PLA�A    BONET                    2;SALOU                     ;43480          ;977380343      
CANALS GARRIGA,M. TERESA                             ;CARRER   PRAT DE LA RIBA          31;TARRAGONA                 ;43001          ;977241038      
COGUL ARDEVOL, FRANCESC J.                           ;CARRER   CRISTOFOR COLOM          23;TARRAGONA                 ;43001          ;977212183      
ROIG CUCURULL, M. CARME/SABATE ROIG,JOAN             ;CARRER   ROVIRA VIRGILI           30;TARRAGONA                 ;43002          ;977216609      
CABRITO SERRA, M.TERESA                              ;CARRER   RAMON I CAJAL            37;TARRAGONA                 ;43001          ;977212286      
CA�AS TEJEDOR, E/VIDAL CA�AS, N                      ;CARRER   CONSULAT DEL MAR         70;CAMBRILS                  ;43850          ;977792712      
MARTI BARTOLIN, RA�L                                 ;CARRER   SEGARRA (TORREFORTA)     19;TARRAGONA                 ;43000          ;977541489      
FERRUS PAMIES, MONTSERRAT                            ;CARRER   DELS JURATS              28;REUS                      ;43205          ;977312548      
SALAZAR MENA, ANTONIO/SALAZAR ECHAVARRIA, ANA MARIA  ;CARRER   PIN I SOLER              3;TARRAGONA                 ;43002          ;977218175      
BRU SERRA, JOSEP MARIA                               ;CARRER   RIERA DE MIRO            59;REUS                      ;43202          ;977344146      
ROIG ROVIRA, CRISTINA                                ;CARRER   PRAT DE LA RIBA          21;REUS                      ;43201          ;977314161      
RODRIGUEZ GALINDO, M DOLORS                          ;CARRER   SANT JOAN                36;REUS                      ;43201          ;977313336      
ARCE BUENO, LAURA                                    ;RONDA    SUBIRA                   12;REUS                      ;43205          ;977306967      
MESTRES VIDIELLA, JOAN                               ;CARRER   SANT JORDI               13;MONTBRIO DEL CAMP         ;43340          ;977826060      
