Nombre;Direccion;Municipio;Código Postal;Provincia;Telefono
TURÓ                      ;C/ CADÍ, Nº 58-62 A                    ;Barcelona             ;8031           ;BARCELONA      ;934074055      
RÍO DE JANEIRO            ;AV. RÍO DE JANEIRO, Nº 83-91           ;Barcelona             ;8016           ;BARCELONA      ;932769900      
LA SAGRERA                ;C/ GARCILASO, Nº 1-9                   ;Barcelona             ;8027           ;BARCELONA      ;933406398      
BON PASTOR                ;C/ MOLLERUSSA, S/N                     ;Barcelona             ;8030           ;BARCELONA      ;933458791      
TRINITAT VELLA            ;VIA BARCINO, Nº 88                     ;Barcelona             ;8033           ;BARCELONA      ;932741909      
PASSEIG DE MARAGALL       ;PG. DE MARAGALL, Nº 52-54              ;Barcelona             ;8041           ;BARCELONA      ;934462952      
SANT ANDREU               ;AVDA. DE LA MERIDIANA, Nº 428          ;Barcelona             ;8030           ;BARCELONA      ;932745490      
CASERNES                  ;C/ FERNANDO PESSOA, Nº 47 - 51         ;Barcelona             ;08030          ;BARCELONA      ;932747955      
POU TORRE                 ;C/ FERRAN MUÑOZ, Nº 1                  ;Begues                ;8859           ;BARCELONA      ;936392356      
JOAN MIRAMBELL I FOLCH DE ;AV. FONTCUBERTA, Nº 128                ;Caldes de Montbui     ;8140           ;BARCELONA      ;938654125      
SANT FELIU DE CODINES     ;C/ FONT DEL TERME, Nº 3                ;Sant Feliu de Codines ;8182           ;BARCELONA      ;938662911      
CÀNOVES I SAMALÚS         ;C/ PLA DE LA RECTORIA, S/N             ;Cànoves i Samalús     ;8445           ;BARCELONA      ;938710250      
CAN CARDEDEU              ;C/ BALMÈS, Nº 51                       ;Cardedeu              ;08440          ;BARCELONA      ;938713790      
SANT LLORENÇ SAVALL       ;C/ VIC, Nº 19                          ;Sant Llorenç Savall   ;8212           ;BARCELONA      ;937140238      
CASTELLAR DEL VALLÈS      ;C/ RIPOLLET, Nº 30                     ;Castellar del Vallès  ;8211           ;BARCELONA      ;937471111      
EL CASTELL                ;C/ GUILLERMO MARCONI, Nº 1             ;Castelldefels         ;8860           ;BARCELONA      ;936366660      
CAN BOU                   ;AV. CIUTAT DE MÓLAGA, Nº 18-20         ;Castelldefels         ;8860           ;BARCELONA      ;936655659      
SERRAPARERA               ;AV. DIAGONAL, S/N                      ;Cerdanyola del Vallès ;8290           ;BARCELONA      ;935806363      
FONTETES                  ;PL. VELÀZQUEZ PINEDA, S/N              ;Cerdanyola del Vallès ;8290           ;BARCELONA      ;935944470      
CANALETES                 ;PASSEIG D'HORTA, Nº 17                 ;Cerdanyola del Vallès ;8290           ;BARCELONA      ;935910740      
LA FARIGOLA               ;CTRA. BARCELONA, Nº 147 - 149          ;Cerdanyola del Vallès ;8290           ;BARCELONA      ;936919589      
RIPOLLET                  ;C/ CASANOVAS, Nº 4                     ;Ripollet              ;8291           ;BARCELONA      ;935946420      
PINETONS                  ;AVDA. CATALUNYA, Nº 18                 ;Ripollet              ;8291           ;BARCELONA      ;965946537      
BADIA DEL VALLÈS          ;C/ BÈTICA, S/N                         ;Badia del Vallès      ;8214           ;BARCELONA      ;937192600      
CORBERA DE LLOBREGAT      ;C/ BUENOS AIRES, Nº 9                  ;Corbera de Llobregat  ;8757           ;BARCELONA      ;936505301      
LA PALMA DE CERVELLÓ      ;C/ PIRINEU, Nº 7                       ;Palma de Cervelló, La ;8756           ;BARCELONA      ;936720805      
ALAMEDA                   ;PL. ALAMEDA VELLA, S/N                 ;Cornellà de Llobregat ;8940           ;BARCELONA      ;934709379      
FONTSANTA                 ;PL. GANDESA, S/N                       ;Cornellà de Llobregat ;8940           ;BARCELONA      ;934744002      
DR. MARTÍ I JULIÀ         ;AV. BAIX LLOBREGAT, Nº 17              ;Cornellà de Llobregat ;8940           ;BARCELONA      ;934751290      
SANT ILDEFONS             ;AV. DE LA REPÚBLICA ARGENTINA, S/N     ;Cornellà de Llobregat ;8940           ;BARCELONA      ;934712000      
CORNELLÀ DE LLOBREGAT     ;C/ BELLATERRA, Nº 41                   ;Cornellà de Llobregat ;8940           ;BARCELONA      ;933768250      
CAN MORITZ                ;C/ MOSSÈN ANDREU, Nº 13                ;Cornellà de Llobregat ;8940           ;BARCELONA      ;934714512      
CUBELLES                  ;C/ MOSSÈN MIQUEL CORTÍ, S/N            ;Cubelles              ;8880           ;BARCELONA      ;938957906      
MASNOU (EL)               ;C/ SANT MIQUEL, Nº 125                 ;Masnou, El            ;8320           ;BARCELONA      ;935557411      
ALELLA                    ;C/ DR. MAS DE XAXARS, Nº 10            ;Alella                ;8328           ;BARCELONA      ;935550354      
RAMONA VIA                ;AV. MONTSERRAT, Nº 24                  ;Prat de Llobregat, El ;8820           ;BARCELONA      ;933704101      
17 DE SETEMBRE            ;C/ EMPÚRIES, S/N                       ;Prat de Llobregat, El ;8820           ;BARCELONA      ;933795422      
DOCTOR PUJOL ISADA        ;C/ RIU ANOIA, Nº 19                    ;Prat de Llobregat, El ;8820           ;BARCELONA      ;934791670      
COLLBATÓ                  ;C/ BONAVISTA, Nº 2                     ;Collbató              ;8923           ;BARCELONA      ;937710131      
EL BRUC                   ;C/ BRUC DEL MIG, Nº 23                 ;Bruc, El              ;8194           ;BARCELONA      ;937770759      
ESPARREGUERA              ;VIA DEL MILLENARI, Nº 16               ;Esparreguera          ;8292           ;BARCELONA      ;937708100      
PUBILLA CASAS - BÒBILA    ;PL. DE LA BÒBILA, S/N                  ;Esplugues de Llobregat;8950           ;BARCELONA      ;934733102      
LLUÍS MILLET              ;C/ LLUÍS MILLET, Nº 2-4                ;Esplugues de Llobregat;8950           ;BARCELONA      ;934700297      
SANT PERE DE RIBES        ;C/ ANTONI M. CLARET, Nº 3-5            ;Sant Pere de Ribes    ;8810           ;BARCELONA      ;938962686      
CANYELLES                 ;C/ ROMANGUÉ, S/N                       ;Canyelles             ;08811          ;BARCELONA      ;938973151      
OLIVELLA                  ;C/ AQUARI, S/N                         ;Sant Pere de Ribes    ;8810           ;BARCELONA      ;938968092      
ROQUETES                  ;AVDA. DE CATALUNYA, Nº 9               ;Sant Pere de Ribes    ;8812           ;BARCELONA      ;938145182      
GAVÀ 1                    ;C/ RIERA DE SANT LLORENÇ, S/N          ;Gavà                  ;8850           ;BARCELONA      ;936383200      
DR. BARTOLOMEU FABRÉS ANGL;C/ RIERA DE LES PARETS, Nº 7           ;Gavà                  ;8850           ;BARCELONA      ;936383320      
CANOVELLES                ;C/ INDÚSTRIA, Nº 23                    ;Canovelles            ;8420           ;BARCELONA      ;938468328      
CORRÓ D'AVALL             ;PLAÇA DE L'AJUNTAMENT, S/N             ;Franqueses del Vallès,;8520           ;BARCELONA      ;938404200      
LES FRANQUESES DEL VALLÈS ;C/GIRONA, Nº 290                       ;Franqueses del Vallès,;8520           ;BARCELONA      ;938618030      
VALLÈS ORIENTAL           ;C/ MUSEU, Nº 19                        ;Granollers            ;8401           ;BARCELONA      ;938600522      
SANT MIQUEL               ;AV. FRANCESC MACIA, Nº 154             ;Granollers            ;8401           ;BARCELONA      ;938791625      
L'AMETLLA DEL VALLÈS      ;PG. DE L'AMETLLA, Nº 17                ;Ametlla del Vallès, L';8480           ;BARCELONA      ;938457246      
AIGUAFREDA                ;CTRA. DE RIBES, Nº 10                  ;Aiguafreda            ;8591           ;BARCELONA      ;938441026      
LA GARRIGA                ;C/ TORRENT DE LA SÍNIA, Nº 7           ;Garriga, La           ;8530           ;BARCELONA      ;938605897      
FIGARÓ-MONTMANY           ;CTRA. DE RIBES, Nº 37                  ;Figaró-Montmany       ;8590           ;BARCELONA      ;938429256      
LA LLAGOSTA               ;C/ VIC, S/N                            ;Llagosta, La          ;8120           ;BARCELONA      ;935749810      
LA TORRETA                ;C/ JOSEP TORELLÓ, S/N                  ;Roca del Vallès, La   ;8430           ;BARCELONA      ;938603200      
DOCTOR VICENÇ PAPACEIT    ;PLAÇA DE L'ERA, S/N                    ;Roca del Vallès, La   ;8430           ;BARCELONA      ;938424432      
SANTA AGNÈS DE MALANYANES ;C/ JAUME BALMES, S/N                   ;Roca del Vallès, La   ;8430           ;BARCELONA      ;938424663      
JUST OLIVERAS             ;RBLA. JUST OLIVERAS, Nº 50             ;Hospitalet de Llobrega;8901           ;BARCELONA      ;932610033      
SANFELIÚ                  ;C/ EMIGRANT, Nº 21 - 25                ;Hospitalet de Llobrega;8906           ;BARCELONA      ;932610908      
CAN SERRA                 ;AV. DE CAN SERRA, Nº 96                ;Hospitalet de Llobrega;8906           ;BARCELONA      ;934371568      
GORNAL                    ;AV. DE CARMEN AMAYA, Nº 37-39          ;Hospitalet de Llobrega;8902           ;BARCELONA      ;933365114      
BELLVITGE                 ;CARRER DE L'ERMITA, S/N                ;Hospitalet de Llobrega;8907           ;BARCELONA      ;933369678      
RAMBLA MARINA             ;RAMBLA MARINA, Nº 264-280              ;Hospitalet de Llobrega;8907           ;BARCELONA      ;932643840      
PURA FERNÀNDEZ            ;C/ COBALT, Nº 135 - 137                ;Hospitalet de Llobrega;8905           ;BARCELONA      ;932601926      
COLLBLANC                 ;C/ CREU ROJA, Nº 18                    ;Hospitalet de Llobrega;8904           ;BARCELONA      ;934470780      
RONDA DE LA TORRASSA      ;RDA. DE LA TORRASSA, Nº 151-153        ;Hospitalet de Llobrega;8903           ;BARCELONA      ;934470720      
MOSSÈN CINTO VERDAGUER    ;C/ MN. J. VERDAGUER, Nº 4 - 6          ;Hospitalet de Llobrega;8902           ;BARCELONA      ;934329572      
AMADEU TORNER             ;C/ AMADEU TORNER, Nº 63                ;Hospitalet de Llobrega;8902           ;BARCELONA      ;933369744      
FLORIDA NORD Y SUD        ;C/ PARC DELS OCELLETS, S/N             ;Hospitalet de Llobrega;08905          ;BARCELONA      ;934471080      
MARTORELL                 ;AV. MANCOMUNITATS COMARCALS, Nº 9      ;Martorell             ;8760           ;BARCELONA      ;937751965      
TORRENT DELS LLOPS        ;C/ PUIG DEL RAVELL, Nº 10              ;Martorell             ;8760           ;BARCELONA      ;937736758      
MARTORELLVILA             ;C/ LLOSELLES, Nº 66                    ;Martorell             ;8760           ;BARCELONA      ;937751951      
LA BEGUDA ALTA            ;PLA DELS OCELLS, S/N                   ;Masquefa              ;8791           ;BARCELONA      ;937725262      
SANT LLORENÇ D'HORTONS    ;CATALUNYA, Nº 25                       ;Sant Llorenç d'Hortons;8791           ;BARCELONA      ;937717111      
MASQUEFA                  ;AVDA. CATALUNYA, Nº 3 - 5              ;Masquefa              ;8783           ;BARCELONA      ;937726434      
GELIDA                    ;PG. CIRCINVALACIÓ, Nº 41               ;Gelida                ;8790           ;BARCELONA      ;937792362      
DR. CARLOS HERRÀIZ        ;PL. DEL POBLE, Nº 1                    ;Castellví de Rosanes  ;8769           ;BARCELONA      ;937736225      
SANT ESTEVE SESROVIRES    ;CARRER DE LA VILA, Nº 2                ;Sant Esteve Sesrovires;8635           ;BARCELONA      ;937713443      
SANT FOST DE CAMPSENTELLES;CTRA. DE BADALONA, Nº 99               ;Sant Fost de Campsente;8105           ;BARCELONA      ;935795406      
LA RIERA DE MATARÓ        ;C/ LA RIERA, Nº 7                      ;Mataró                ;8302           ;BARCELONA      ;937550519      
MATARÓ-CENTRE             ;C/ CAMÍ RAL, Nº 208-210                ;Mataró                ;8301           ;BARCELONA      ;937555190      
ROCAFONDA-PALAU           ;RDA. PINTOR RAFAEL ESTRANY, Nº 24      ;Mataró                ;8304           ;BARCELONA      ;937556207      
CIRERA MOLINS             ;RDA. DE FREDERIC MISTRAL, S/N          ;Mataró                ;8304           ;BARCELONA      ;937575554      
RONDA CERDANYA            ;C/ VALLÈS, Nº 37                       ;Mataró                ;8303           ;BARCELONA      ;937415785      
LA LLÀNTIA                ;C/ VERGE DE GUADALUPE, Nº 2            ;Mataró                ;8303           ;BARCELONA      ;937416969      
MARESME                   ;C/ CAMI DEL MIG, Nº 36                 ;Mataró                ;8303           ;BARCELONA      ;937416073      
RONDA PRIM                ;RDA. DE PRIM, Nº 35                    ;Mataró                ;8302           ;BARCELONA      ;937550519      
LA GRANJA                 ;C/ DE LES SÍNIES, Nº 9 - 15            ;Molins de Rei         ;8750           ;BARCELONA      ;936687711      
EL PAPIOL                 ;C/ GENERALITAT, Nº 7                   ;Papiol, El            ;8754           ;BARCELONA      ;936731535      
CAN PANTIQUET             ;C/ LLUÍS MILLET, Nº 15                 ;Mollet del Vallès     ;8100           ;BARCELONA      ;935705977      
PLANA LLEDÓ               ;AV. RÍVOLI, Nº 7                       ;Mollet del Vallès     ;8100           ;BARCELONA      ;935798383      
MONTCADA I REIXAC         ;PG. DE JAUME I, S/N                    ;Montcada i Reixac     ;8110           ;BARCELONA      ;935750544      
CAN SANT JOAN             ;C/ TURO N º 40                         ;Montcada i Reixac     ;8110           ;BARCELONA      ;934451890      
LES INDIANES              ;CAMÍ DE LA FONT FREDA, S/N             ;Montcada i Reixac     ;8110           ;BARCELONA      ;935752601      
TIANA                     ;C/ FRANCI, S/N .CASA DE LA PUNXA       ;Tiana                 ;8391           ;BARCELONA      ;934651721      
MONTGAT                   ;C/ SANT ANTONI M. CLARET, S/N          ;Montgat               ;8390           ;BARCELONA      ;934694930      
MONTORNÈS DEL VALLÈS      ;C/ FEDERICO GARCIA LORCA, Nº 16        ;Montornès del Vallès  ;8170           ;BARCELONA      ;935683537      
MONTORNÈS DEL VALLÈS      ;C/ CAN PARERA, Nº 7                    ;Montornès del Vallès  ;8170           ;BARCELONA      ;935720303      
MONTMELÓ                  ;PL. ERNEST LLUCH, Nº 1                 ;Montmeló              ;8160           ;BARCELONA      ;935444440      
VALLROMANES               ;AV. VILASSAR DE DALT, Nº 6-8           ;Vallromanes           ;8188           ;BARCELONA      ;935729805      
VILANOVA DEL VALLÈS       ;PL. OVIDI MONTLLOR, Nº 1               ;Vilanova del Vallès   ;8410           ;BARCELONA      ;938458475      
TEIÀ                      ;PG. DE LA RIERA, Nº 118                ;Teià                  ;8329           ;BARCELONA      ;935401203      
OCATA                     ;C/ TORRENT DE CAN GAIO, Nº 17          ;Masnou, El            ;8320           ;BARCELONA      ;935407890      
OLESA DE MONTSERRAT       ;C/ LLUÍS PUIGJANER, Nº 22              ;Olesa de Montserrat   ;8640           ;BARCELONA      ;937784727      
PALAU-SOLITÀ I PLEGAMANS  ;C/ CAN CORTÈS, Nº 46                   ;Palau-solità i Plegama;08184          ;BARCELONA      ;938649898      
PALLEJÀ                   ;PL. JACINT VERDAGUER, Nº 5             ;Pallejà               ;8780           ;BARCELONA      ;936630667      
PARETS DEL VALLÈS         ;AV. DE CATALUNYA, Nº 127-B             ;Parets del Vallès     ;8150           ;BARCELONA      ;935621689      
POLINYÀ                   ;C/ ONZE DE SETEMBRE, Nº 21             ;Polinyà               ;8213           ;BARCELONA      ;937124722      
SENTMENAT                 ;PASSEIG DE LA SAGRERA, Nº 17           ;Sentmenat             ;8181           ;BARCELONA      ;937154000      
BARRI EL REMEI            ;C/ TORRENT CASTELLS, Nº 83             ;Premià de Mar         ;8338           ;BARCELONA      ;937523403      
BARRI COTET               ;AV. BARCELONA, Nº 14                   ;Premià de Mar         ;8338           ;BARCELONA      ;937524454      
PREMIÀ DE MAR             ;C/ LA PLAÇA, Nº 93                     ;Premià de Mar         ;8330           ;BARCELONA      ;937547711      
PREMIÀ DE DALT -NUCLI-    ;CTRA. DE L'ENLLAÇ, Nº 37               ;Premià de Dalt        ;8338           ;BARCELONA      ;937524884      
MÚTUA RUBÍ                ;C/ PRAT DE LA RIBA, Nº 20-22           ;Rubí                  ;8191           ;BARCELONA      ;935866700      
CASTELLBISBAL             ;AV. PAU CASALS, Nº 12                  ;Castellbisbal         ;8755           ;BARCELONA      ;937720356      
ANTÓN DE BORJA            ;C/ INVENTOR EDISON, S/N                ;Rubí                  ;8191           ;BARCELONA      ;935884555      
SANT GENÍS                ;CARRER MIQUEL MUMANY CAMPDERRÓS, Nº 11 ;Rubí                  ;8191           ;BARCELONA      ;636991729      
CREU ALTA                 ;CTRA. DE CASTELLAR, Nº 222             ;Sabadell              ;8208           ;BARCELONA      ;937237014      
CENTRE                    ;PL. JOAN OLIU, Nº 9                    ;Sabadell              ;8201           ;BARCELONA      ;937256585      
SANT OLEGUER              ;C/ SOL I PADRÍS, Nº 56-60              ;Sabadell              ;8203           ;BARCELONA      ;937464180      
CA N'ORIAC                ;PG. SANT BERNAT, Nº 22                 ;Sabadell              ;8207           ;BARCELONA      ;937168195      
NORD                      ;C/ MERCÈ RODOREDA, Nº 24               ;Sabadell              ;8207           ;BARCELONA      ;937247150      
CONCÒRDIA                 ;PLAZA SAN AGUSTÍ, Nº 4                 ;Sabadell              ;8206           ;BARCELONA      ;937136420      
CAN RULL                  ;C/ LLUÍS COMPANYS, S/N                 ;Sabadell              ;8206           ;BARCELONA      ;937247920      
SANT FÈLIX                ;CTRA. DE BARCELONA, Nº 473             ;Sabadell              ;8204           ;BARCELONA      ;937284459      
GRÀCIA                    ;C/ PERMANYER, Nº 65                    ;Sabadell              ;8205           ;BARCELONA      ;937466087      
MERINALS                  ;C/ LA PALMA, Nº 93                     ;Sabadell              ;8205           ;BARCELONA      ;937457390      
SUD                       ;C/ FEIJOO Nº 87                        ;Sabadell              ;8204           ;BARCELONA      ;937205086      
CREU DE BARBERÀ           ;PL. CASTELAO, Nº 2                     ;Sabadell              ;8203           ;BARCELONA      ;937205453      
POBLE NOU                 ;C/ DEL REMEI, Nº 1-9                   ;Sabadell              ;8203           ;BARCELONA      ;937269415      
LA SERRA                  ;PL. CRISTÓBAL RAMOS, Nº 2              ;Sabadell              ;8202           ;BARCELONA      ;937155534      
DOCTOR BARRAQUER          ;PL. DEL DR. TRUETA, S/N                ;Sant Adrià de Besòs   ;8930           ;BARCELONA      ;933817605      
LA MINA                   ;C/ MAR, S/N                            ;Sant Adrià de Besòs   ;8930           ;BARCELONA      ;933811593      
LA SOLANA                 ;C/ SANT FELIP NERI, Nº 18, LOCAL 2     ;Sant Andreu de la Barc;8740           ;BARCELONA      ;936356651      
SANT ANDREU DE LA BARCA   ;AV. CONSTITUCIÓ, Nº 37                 ;Sant Andreu de la Barc;8740           ;BARCELONA      ;936530099      
MONTALPARC                ;C/ MEDITERRÓNIA, Nº 4                  ;Sant Vicenç de Montalt;8394           ;BARCELONA      ;937912900      
